"Class Name - Allocated Objects","Bytes Allocated","Bytes Allocated","Objects Allocated"
"sun.font.AppleNativeStrike$GlyphAdvanceCache$SparseBitShiftingTwoLayerArray","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanAnalyzer$AttrMethods","0.00%","0","0"
"sun.font.AppleNativeCharToGlyphMapper$Cache$SparseBitShiftingTwoLayerArray","0.00%","0","0"
"javax.swing.GroupLayout$1","0.00%","0","0"
"java.io.PrintWriter","0.00%","0","0"
"java.io.StringWriter","0.00%","0","0"
"javax.swing.LayoutStyle","0.00%","0","0"
"javax.management.StandardMBean$MBeanInfoSafeAction","0.00%","0","0"
"javax.management.MBeanAttributeInfo[]","0.00%","0","0"
"javax.management.MBeanOperationInfo[]","0.00%","0","0"
"com.bixly.pastevid.editors.VideoScrub","0.00%","0","0"
"javax.management.MBeanParameterInfo[]","0.00%","0","0"
"javax.management.MBeanConstructorInfo[]","0.00%","0","0"
"javax.management.openmbean.OpenMBeanParameterInfoSupport[]","0.00%","0","0"
"com.bixly.pastevid.editors.VideoScrubManager$PreviewVideoNoAudio","0.00%","0","0"
"javax.management.MBeanAttributeInfo","0.00%","0","0"
"java.lang.Long$LongCache","0.00%","0","0"
"javax.management.openmbean.OpenMBeanAttributeInfoSupport","0.00%","0","0"
"javax.management.MBeanOperationInfo","0.00%","0","0"
"javax.management.openmbean.OpenMBeanOperationInfoSupport","0.00%","0","0"
"javax.management.MBeanConstructorInfo","0.00%","0","0"
"com.bixly.pastevid.screencap.components.preview.RecordFromHereLinux","0.00%","0","0"
"javax.management.openmbean.OpenMBeanConstructorInfoSupport","0.00%","0","0"
"javax.management.MBeanParameterInfo","0.00%","0","0"
"javax.management.openmbean.OpenMBeanParameterInfoSupport","0.00%","0","0"
"javax.management.MBeanInfo","0.00%","0","0"
"com.sun.jmx.mbeanserver.StandardMBeanSupport","0.00%","0","0"
"com.sun.jmx.mbeanserver.MXBeanSupport","0.00%","0","0"
"javax.management.StandardMBean","0.00%","0","0"
"sun.text.normalizer.NormalizerBase$IsNextNFDSafe","0.00%","0","0"
"sun.text.normalizer.NormalizerBase$IsPrevNFDSafe","0.00%","0","0"
"sun.text.normalizer.NormalizerBase$NFDMode","0.00%","0","0"
"java.io.NotSerializableException","0.00%","0","0"
"java.security.cert.Certificate$CertificateRep","0.00%","0","0"
"java.security.cert.Certificate","0.00%","0","0"
"sun.security.util.MemoryCache$SoftCacheEntry","0.00%","0","0"
"java.text.MessageFormat","0.00%","0","0"
"com.bixly.pastevid.screencap.components.preview.PreviewPlayer$12","0.00%","0","0"
"com.bixly.pastevid.screencap.components.preview.PreviewPlayer$13","0.00%","0","0"
"com.bixly.pastevid.screencap.components.preview.PreviewPlayer$14","0.00%","0","0"
"javax.swing.JDialog$AccessibleJDialog","0.00%","0","0"
"java.util.PropertyPermission","0.00%","0","0"
"java.net.URLStreamHandler","0.00%","0","0"
"sun.security.pkcs11.wrapper.CK_C_INITIALIZE_ARGS","0.00%","0","0"
"sun.security.x509.AlgorithmId","0.00%","0","0"
"javax.swing.text.Utilities","0.00%","0","0"
"java.math.BigInteger","0.00%","0","0"
"sun.java2d.SurfaceData$AA","0.00%","0","0"
"sun.security.rsa.RSAPrivateKeyImpl","0.00%","0","0"
"java.awt.geom.RoundRectangle2D","0.00%","0","0"
"sun.security.rsa.RSAPrivateCrtKeyImpl","0.00%","0","0"
"sun.java2d.pipe.DuctusRenderer","0.00%","0","0"
"java.io.UnsupportedEncodingException","0.00%","0","0"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet","0.00%","0","0"
"sun.util.calendar.Gregorian","0.00%","0","0"
"sun.dc.pr.PRError","0.00%","0","0"
"sun.dc.pr.PRException","0.00%","0","0"
"sun.security.provider.SecureRandom","0.00%","0","0"
"java.lang.reflect.ReflectPermission","0.00%","0","0"
"java.nio.Bits$1","0.00%","0","0"
"java.net.InetAddress$Cache$Type[]","0.00%","0","0"
"java.net.InetAddress$Cache$Type","0.00%","0","0"
"apple.laf.JRSUIConstants","0.00%","0","0"
"java.lang.ClassFormatError","0.00%","0","0"
"java.lang.AbstractStringBuilder","0.00%","0","0"
"sun.security.jca.ProviderConfig$5","0.00%","0","0"
"java.util.IdentityHashMap$IdentityHashMapIterator","0.00%","0","0"
"sun.security.jca.ProviderConfig$4","0.00%","0","0"
"sun.security.jca.ProviderConfig$3","0.00%","0","0"
"sun.security.jca.ProviderConfig$2","0.00%","0","0"
"sun.security.jca.ProviderConfig$1","0.00%","0","0"
"java.io.InvalidObjectException","0.00%","0","0"
"javax.management.ImmutableDescriptor","0.00%","0","0"
"javax.management.openmbean.OpenDataException","0.00%","0","0"
"javax.management.openmbean.OpenType$1","0.00%","0","0"
"com.sun.jmx.mbeanserver.GetPropertyAction","0.00%","0","0"
"javax.management.openmbean.OpenType","0.00%","0","0"
"sun.security.pkcs11.TemplateManager$KeyAndTemplate","0.00%","0","0"
"sun.security.pkcs11.TemplateManager$Template","0.00%","0","0"
"sun.security.pkcs11.TemplateManager$TemplateKey","0.00%","0","0"
"sun.security.pkcs11.TemplateManager","0.00%","0","0"
"java.nio.charset.CodingErrorAction","0.00%","0","0"
"sun.net.www.protocol.file.Handler","0.00%","0","0"
"java.lang.ArrayIndexOutOfBoundsException","0.00%","0","0"
"java.lang.StringValue","0.00%","0","0"
"javax.swing.JWindow","0.00%","0","0"
"javax.swing.JWindow$AccessibleJWindow","0.00%","0","0"
"sun.misc.Launcher$1","0.00%","0","0"
"java.io.FileNotFoundException","0.00%","0","0"
"sun.net.www.protocol.jar.JarFileFactory","0.00%","0","0"
"java.lang.Integer[]","0.00%","0","0"
"java.lang.Integer$IntegerCache","0.00%","0","0"
"java.lang.InternalError","0.00%","0","0"
"sun.management.Util","0.00%","0","0"
"sun.security.provider.DSA$SHA1withDSA","0.00%","0","0"
"sun.misc.Version","0.00%","0","0"
"sun.misc.URLClassPath$Loader$1","0.00%","0","0"
"java.awt.font.GlyphVector","0.00%","0","0"
"sun.font.StandardGlyphVector$GlyphTransformInfo","0.00%","0","0"
"java.awt.Shape[]","0.00%","0","0"
"sun.font.StandardGlyphVector$ADL","0.00%","0","0"
"sun.font.DelegatingShape","0.00%","0","0"
"java.awt.font.GlyphMetrics","0.00%","0","0"
"sun.misc.URLClassPath$Loader","0.00%","0","0"
"com.bixly.pastevid.util.ScreenUtil","0.00%","0","0"
"com.bixly.pastevid.screencap.components.capturebox.IBorderMouseListener","0.00%","0","0"
"com.bixly.pastevid.screencap.components.capturebox.IBorderMotionListener","0.00%","0","0"
"javax.management.ObjectName","0.00%","0","0"
"javax.management.MBeanNotificationInfo","0.00%","0","0"
"org.apache.http.impl.client.DefaultHttpClient","0.00%","0","0"
"org.apache.http.client.methods.HttpPost","0.00%","0","0"
"com.bixly.pastevid.screencap.components.progressbar.ProgressMultiPartEntity","0.00%","0","0"
"org.apache.http.entity.mime.content.FileBody","0.00%","0","0"
"org.apache.http.entity.mime.content.StringBody","0.00%","0","0"
"javax.management.MBeanNotificationInfo[]","0.00%","0","0"
"javax.management.NotificationBroadcasterSupport","0.00%","0","0"
"javax.management.MBeanServerDelegate","0.00%","0","0"
"com.sun.jmx.mbeanserver.SecureClassLoaderRepository","0.00%","0","0"
"java.util.zip.CheckedInputStream","0.00%","0","0"
"java.util.zip.CRC32","0.00%","0","0"
"javax.accessibility.AccessibleBundle","0.00%","0","0"
"java.io.ExpiringCache$1","0.00%","0","0"
"sun.security.action.PutAllAction","0.00%","0","0"
"sun.security.rsa.SunRsaSign","0.00%","0","0"
"java.io.EOFException","0.00%","0","0"
"java.net.URLClassLoader$7","0.00%","0","0"
"javax.swing.JOptionPane$ModalPrivilegedAction","0.00%","0","0"
"javax.swing.JInternalFrame","0.00%","0","0"
"javax.swing.JOptionPane$4","0.00%","0","0"
"javax.swing.JOptionPane$5","0.00%","0","0"
"javax.swing.JOptionPane$AccessibleJOptionPane","0.00%","0","0"
"javax.swing.plaf.OptionPaneUI","0.00%","0","0"
"javax.swing.plaf.basic.BasicOptionPaneUI","0.00%","0","0"
"java.net.URLClassLoader$6","0.00%","0","0"
"java.net.URLClassLoader$5","0.00%","0","0"
"java.net.URLClassLoader$4","0.00%","0","0"
"java.net.SocketPermission","0.00%","0","0"
"java.lang.RuntimeException","0.00%","0","0"
"javax.swing.plaf.basic.BasicOptionPaneUI$1","0.00%","0","0"
"javax.swing.JComboBox","0.00%","0","0"
"javax.swing.JList","0.00%","0","0"
"javax.swing.plaf.basic.BasicOptionPaneUI$MultiplexingTextField","0.00%","0","0"
"java.lang.SecurityException","0.00%","0","0"
"sun.misc.URLClassPath","0.00%","0","0"
"java.net.URLClassLoader","0.00%","0","0"
"sun.util.LocaleDataMetaInfo","0.00%","0","0"
"java.lang.IllegalMonitorStateException","0.00%","0","0"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node","0.00%","0","0"
"java.util.concurrent.locks.AbstractQueuedSynchronizer","0.00%","0","0"
"java.lang.InterruptedException","0.00%","0","0"
"java.net.Inet4Address","0.00%","0","0"
"java.net.Inet4AddressImpl","0.00%","0","0"
"apple.awt.CImage$HiDPIScaledImage","0.00%","0","0"
"java.util.logging.LogManager$1","0.00%","0","0"
"com.apple.eio.FileManager","0.00%","0","0"
"javax.swing.Box","0.00%","0","0"
"java.util.logging.Handler[]","0.00%","0","0"
"javax.swing.Box$AccessibleBox","0.00%","0","0"
"javax.swing.Box$Filler$AccessibleBoxFiller","0.00%","0","0"
"java.util.logging.Logging","0.00%","0","0"
"javax.swing.plaf.basic.BasicOptionPaneUI$ButtonFactory$ConstrainedButton","0.00%","0","0"
"java.lang.Error","0.00%","0","0"
"java.util.logging.LogManager$5","0.00%","0","0"
"java.awt.event.WindowAdapter","0.00%","0","0"
"java.util.logging.LogManager$4","0.00%","0","0"
"java.awt.Dialog$4","0.00%","0","0"
"java.util.logging.LogManager$2","0.00%","0","0"
"java.awt.ModalEventFilter","0.00%","0","0"
"java.awt.ModalEventFilter$DocumentModalEventFilter","0.00%","0","0"
"java.util.logging.LogManager$Cleaner","0.00%","0","0"
"java.awt.ModalEventFilter$ToolkitModalEventFilter","0.00%","0","0"
"java.awt.ModalEventFilter$1","0.00%","0","0"
"java.util.logging.LoggingPermission","0.00%","0","0"
"java.util.logging.LogManager","0.00%","0","0"
"java.util.regex.Pattern$SliceNode","0.00%","0","0"
"java.io.UTFDataFormatException","0.00%","0","0"
"java.util.regex.Pattern$BnMS","0.00%","0","0"
"javax.swing.JComponent$KeyboardState","0.00%","0","0"
"java.lang.ProcessEnvironment$StringValues","0.00%","0","0"
"java.lang.ProcessEnvironment$StringEntrySet","0.00%","0","0"
"java.lang.ProcessEnvironment$StringKeySet","0.00%","0","0"
"java.lang.ProcessEnvironment$StringEnvironment","0.00%","0","0"
"java.awt.Robot$1","0.00%","0","0"
"javax.imageio.ImageWriter","0.00%","0","0"
"javax.imageio.ImageWriteParam","0.00%","0","0"
"javax.imageio.ImageWriter$1","0.00%","0","0"
"java.security.spec.InvalidParameterSpecException","0.00%","0","0"
"java.security.NoSuchAlgorithmException","0.00%","0","0"
"java.security.AlgorithmParameters","0.00%","0","0"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference","0.00%","0","0"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap","0.00%","0","0"
"sun.security.pkcs.SignerInfo[]","0.00%","0","0"
"java.security.cert.X509Certificate[]","0.00%","0","0"
"java.awt.MouseInfo","0.00%","0","0"
"sun.security.pkcs.ContentInfo","0.00%","0","0"
"javax.imageio.stream.ImageOutputStreamImpl","0.00%","0","0"
"sun.security.x509.AlgorithmId[]","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.JPEGBuffer","0.00%","0","0"
"java.security.cert.CertificateEncodingException","0.00%","0","0"
"sun.security.pkcs.PKCS7","0.00%","0","0"
"java.security.cert.CertificateException","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.DRIMarkerSegment","0.00%","0","0"
"sun.security.provider.certpath.X509CertPath","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.MarkerSegment","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.AdobeMarkerSegment","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.COMMarkerSegment","0.00%","0","0"
"java.text.ParseException","0.00%","0","0"
"java.text.ParsePosition","0.00%","0","0"
"java.text.Format","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.JFIFMarkerSegment$JFIFThumbRGB","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.JFIFMarkerSegment$JFIFExtensionMarkerSegment","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.JFIFMarkerSegment$ICCMarkerSegment","0.00%","0","0"
"sun.security.util.Debug","0.00%","0","0"
"sun.text.normalizer.NormalizerBase$IsNextTrueStarter","0.00%","0","0"
"sun.text.normalizer.NormalizerBase$IsPrevTrueStarter","0.00%","0","0"
"sun.text.normalizer.NormalizerBase$NFCMode","0.00%","0","0"
"com.bixly.pastevid.models.WaterMark","0.00%","0","0"
"com.bixly.pastevid.util.ImageUtil","0.00%","0","0"
"java.nio.channels.AsynchronousCloseException","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.JPEGImageReader$1","0.00%","0","0"
"java.nio.channels.ClosedByInterruptException","0.00%","0","0"
"java.nio.channels.spi.AbstractInterruptibleChannel","0.00%","0","0"
"sun.security.jca.ProviderList$1","0.00%","0","0"
"sun.security.jca.ServiceId","0.00%","0","0"
"com.sun.imageio.plugins.jpeg.JPEG$JCS","0.00%","0","0"
"java.util.TimerTask","0.00%","0","0"
"com.bixly.pastevid.editors.VideoScrubManager$PreviewVideo","0.00%","0","0"
"java.awt.image.ImageFilter","0.00%","0","0"
"java.awt.image.RGBImageFilter","0.00%","0","0"
"javax.sound.sampled.AudioInputStream$TargetDataLineInputStream","0.00%","0","0"
"javax.sound.sampled.spi.AudioFileWriter","0.00%","0","0"
"com.sun.media.sound.SunFileWriter","0.00%","0","0"
"sun.security.jca.ProviderList$ServiceList","0.00%","0","0"
"com.sun.media.sound.AuFileFormat","0.00%","0","0"
"sun.security.jca.ProviderList$3","0.00%","0","0"
"com.sun.media.sound.AiffFileFormat","0.00%","0","0"
"sun.security.jca.ProviderConfig[]","0.00%","0","0"
"sun.security.jca.ProviderConfig","0.00%","0","0"
"javax.sound.sampled.AudioFileFormat","0.00%","0","0"
"javax.sound.sampled.spi.FormatConversionProvider","0.00%","0","0"
"sun.security.jca.ProviderList$2","0.00%","0","0"
"com.sun.media.sound.AudioFloatFormatConverter$AudioFloatInputStreamChannelMixer","0.00%","0","0"
"com.sun.media.sound.AudioFloatFormatConverter$AudioFloatInputStreamResampler","0.00%","0","0"
"com.sun.media.sound.AudioFloatFormatConverter$AudioFloatFormatConverterInputStream","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion8S","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion16SB","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion24SB","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32SB","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32xSB","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion16SL","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion24SL","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32SL","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32xSL","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion8U","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion16UB","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion24UB","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32UB","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32xUB","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion16UL","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion24UL","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32UL","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32xUL","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32B","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion32L","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion64B","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatConversion64L","0.00%","0","0"
"com.sun.media.sound.AudioFloatConverter$AudioFloatLSBFilter","0.00%","0","0"
"com.sun.media.sound.SunCodec","0.00%","0","0"
"sun.security.jca.ProviderList","0.00%","0","0"
"com.sun.media.sound.UlawCodec$UlawCodecStream","0.00%","0","0"
"java.lang.ClassCastException","0.00%","0","0"
"com.sun.media.sound.AlawCodec$AlawCodecStream","0.00%","0","0"
"javax.management.StandardEmitterMBean","0.00%","0","0"
"java.lang.StringIndexOutOfBoundsException","0.00%","0","0"
"javax.sound.sampled.spi.AudioFileReader","0.00%","0","0"
"com.sun.media.sound.SunFileReader","0.00%","0","0"
"javax.crypto.BadPaddingException","0.00%","0","0"
"java.security.InvalidAlgorithmParameterException","0.00%","0","0"
"sun.security.rsa.RSAPadding","0.00%","0","0"
"java.lang.ref.Finalizer$FinalizerThread","0.00%","0","0"
"com.sun.media.sound.RIFFReader","0.00%","0","0"
"java.lang.IndexOutOfBoundsException","0.00%","0","0"
"com.sun.media.sound.SoftSynthesizer","0.00%","0","0"
"javax.swing.JToolTip$AccessibleJToolTip","0.00%","0","0"
"javax.swing.plaf.ToolTipUI","0.00%","0","0"
"java.io.OutputStream","0.00%","0","0"
"sun.net.util.URLUtil","0.00%","0","0"
"sun.misc.FloatingDecimal$1","0.00%","0","0"
"javax.swing.Popup","0.00%","0","0"
"javax.swing.Popup$DefaultFrame","0.00%","0","0"
"sun.misc.FDBigInt","0.00%","0","0"
"sun.misc.FDBigInt[]","0.00%","0","0"
"java.util.Collections$EmptySet$1","0.00%","0","0"
"java.util.Collections$EmptySet","0.00%","0","0"
"sun.management.MemoryPoolImpl$CollectionSensor","0.00%","0","0"
"sun.management.MemoryPoolImpl$PoolSensor","0.00%","0","0"
"sun.management.MemoryPoolImpl","0.00%","0","0"
"javax.sound.sampled.FloatControl","0.00%","0","0"
"com.sun.jmx.mbeanserver.OpenConverter$ConverterMap","0.00%","0","0"
"javax.sound.sampled.BooleanControl","0.00%","0","0"
"java.lang.Thread$1","0.00%","0","0"
"com.apple.laf.AquaUtils$IconImageFilter","0.00%","0","0"
"sun.awt.EmbeddedFrame","0.00%","0","0"
"sun.awt.EmbeddedFrame$1","0.00%","0","0"
"sun.awt.EmbeddedFrame$NullEmbeddedFramePeer","0.00%","0","0"
"sun.awt.EmbeddedFrame$2","0.00%","0","0"
"javax.swing.undo.AbstractUndoableEdit","0.00%","0","0"
"javax.swing.undo.CannotUndoException","0.00%","0","0"
"javax.swing.undo.CannotRedoException","0.00%","0","0"
"javax.swing.undo.CompoundEdit","0.00%","0","0"
"javax.swing.text.AbstractDocument$UndoRedoDocumentEvent","0.00%","0","0"
"java.lang.Exception","0.00%","0","0"
"javax.swing.text.CompositeView","0.00%","0","0"
"java.lang.NoSuchMethodError","0.00%","0","0"
"java.lang.ThreadDeath","0.00%","0","0"
"com.bric.io.MeasuredOutputStream","0.00%","0","0"
"java.lang.IllegalThreadStateException","0.00%","0","0"
"java.lang.IllegalArgumentException","0.00%","0","0"
"sun.util.PreHashedMap$2","0.00%","0","0"
"sun.util.PreHashedMap$1","0.00%","0","0"
"java.lang.UnsupportedOperationException","0.00%","0","0"
"sun.util.PreHashedMap","0.00%","0","0"
"java.nio.ByteOrder","0.00%","0","0"
"java.net.InetAddress$1","0.00%","0","0"
"java.security.KeyRep","0.00%","0","0"
"java.io.IOException","0.00%","0","0"
"sun.security.util.DerInputStream","0.00%","0","0"
"java.security.InvalidKeyException","0.00%","0","0"
"com.bric.qt.io.Atom","0.00%","0","0"
"sun.security.util.DerValue","0.00%","0","0"
"sun.security.util.DerOutputStream","0.00%","0","0"
"com.bric.io.NullOutputStream","0.00%","0","0"
"sun.security.rsa.RSAPublicKeyImpl","0.00%","0","0"
"com.bric.qt.io.LeafAtom","0.00%","0","0"
"java.lang.reflect.InvocationTargetException","0.00%","0","0"
