"Call Tree - Method","Time [%]","Time","Invocations",
"        com.bixly.pastevid.screencap.RecorderPanel$CompileAudioThread.<init>(com.bixly.pastevid.screencap.RecorderPanel)","0.0023568517","64","1"
"        com.bixly.pastevid.screencap.components.capturebox.CaptureBox.setCaptureboxVisible(boolean, boolean, Boolean)","0.0022832","62","1"
"         Self time","0.0022832","62","1"
"         com.bixly.pastevid.screencap.components.capturebox.CaptureBox$2.<init>(com.bixly.pastevid.screencap.components.capturebox.CaptureBox, boolean, Boolean, boolean)","0.0","0","1"
"        com.bixly.pastevid.screencap.components.settings.SettingsForm.hideSettingsForm()","7.3651616E-5","2","1"
"       com.bixly.pastevid.screencap.RecorderPanel.pauseRecordState()","0.057595562","1564","1"
"        com.bixly.pastevid.screencap.RecorderPanel.redrawWindow()","0.03494769","949","1"
"        com.bixly.pastevid.screencap.RecorderPanel.pause()","0.02029102","551","1"
"         com.bixly.pastevid.recorders.Recorder.pauseVideo()","0.014251587","387","1"
"          com.bixly.pastevid.recorders.VideoRecorder.pause()","0.014104284","383","1"
"           com.bixly.pastevid.recorders.Recorder.stopRecordingAudio()","0.013920155","378","1"
"            Self time","0.013330942","362","1"
"            com.bixly.pastevid.recorders.Recorder$2.<init>(com.bixly.pastevid.recorders.Recorder)","5.523871E-4","15","1"
"           Self time","1.4730323E-4","4","1"
"          Self time","1.1047742E-4","3","1"
"         com.bixly.pastevid.screencap.RecorderPanel.log(Object)","0.0054870453","149","1"
"          com.bixly.pastevid.util.LogUtil.log(Class, Object)","0.0054133935","147","1"
"           com.bixly.pastevid.util.LogUtil.log(Class, String)","0.0053765676","146","1"
"            Self time","0.0051924386","141","1"
"            com.bixly.pastevid.structs.Queue.push(Object)","3.6825808E-5","1","1"
"           Self time","0.0","0","1"
"          Self time","3.6825808E-5","1","1"
"         com.bixly.pastevid.screencap.RecorderPanel.pauseClock()","2.5778066E-4","7","1"
"         Self time","2.2095484E-4","6","1"
"        Self time","0.0022095484","60","1"
"       Self time","3.3143227E-4","9","1"
"       com.bixly.pastevid.recorders.Recorder.hasStatus(com.bixly.pastevid.recorders.RecorderStatus)","0.0","0","1"
"      Self time","3.6825808E-5","1","1"
"     Self time","1.1047742E-4","3","1"
"    com.bixly.pastevid.screencap.RecorderPanel.access$3600(com.bixly.pastevid.screencap.RecorderPanel, java.awt.event.ActionEvent)","1.3211259","35875","1"
"     com.bixly.pastevid.screencap.RecorderPanel.btnCancelActionPerformed(java.awt.event.ActionEvent)","1.3209785","35871","1"
"      com.bixly.pastevid.screencap.RecorderPanel.closeApp(boolean)","1.3207575","35865","1"
"       com.bixly.pastevid.screencap.ScreenRecorder.destroy()","0.8872073","24092","1"
"        com.bixly.pastevid.screencap.ScreenRecorder.dropAudioLine()","0.41303825","11216","1"
"         com.bixly.pastevid.recorders.Recorder.dropAudioLine()","0.41263318","11205","1"
"          com.bixly.pastevid.recorders.AudioRecorder.closeLine()","0.4119703","11187","1"
"          Self time","6.260387E-4","17","1"
"         Self time","3.6825807E-4","10","1"
"        com.bixly.pastevid.recorders.Recorder.stopAndSaveVideoState()","0.36280784","9852","1"
"         com.bixly.pastevid.recorders.VideoRecorder.saveVideoItemToFile(String)","0.18641223","5062","1"
"          com.bixly.pastevid.util.FileUtil.saveObjectDataToFile(Object, String)","0.18597032","5050","1"
"          Self time","4.0508388E-4","11","1"
"         com.bixly.pastevid.recorders.AudioRecorder.saveAudioItemToFileNow()","0.16313833","4430","1"
"          com.bixly.pastevid.util.FileUtil.saveObjectDataToFile(Object, String)","0.16258594","4415","1"
"          Self time","5.155613E-4","14","1"
"         com.bixly.pastevid.recorders.VideoRecorder.stop()","0.011636955","316","1"
"          com.bixly.pastevid.recorders.Recorder.stopRecordingAudio()","0.011563303","314","1"
"           Self time","0.011452826","311","1"
"           com.bixly.pastevid.recorders.Recorder$2.<init>(com.bixly.pastevid.recorders.Recorder)","7.3651616E-5","2","1"
"          Self time","3.6825808E-5","1","1"
"         Self time","0.0013625548","37","1"
"         com.bixly.pastevid.recorders.Recorder.getMillisecondsTime()","1.4730323E-4","4","1"
"        Self time","0.104732595","2844","1"
"        com.bixly.pastevid.screencap.ScreenRecorder.log(Object)","0.00614991","167","1"
"         com.bixly.pastevid.util.LogUtil.log(Class, Object)","0.006076258","165","1"
"          com.bixly.pastevid.util.LogUtil.log(Class, String)","0.0060026064","163","1"
"           Self time","0.0057816515","157","1"
"           com.bixly.pastevid.structs.Queue.push(Object)","7.3651616E-5","2","1"
"          Self time","3.6825808E-5","1","1"
"         Self time","3.6825808E-5","1","1"
"        com.bixly.pastevid.download.DownloadManager.getInstance()","0.0","0","2"
"        com.bixly.pastevid.download.DownloadManager.close()","0.0","0","1"
"        com.bixly.pastevid.ipc.InstanceManager.close()","0.0","0","1"
"        com.bixly.pastevid.util.LogUtil.close()","0.0","0","1"
"       Self time","0.24621734","6686","1"
"       com.bixly.pastevid.screencap.components.capturebox.CaptureBox.destroy()","0.14851847","4033","1"
"       com.bixly.pastevid.screencap.RecorderPanel.log(Object)","0.014877626","404","1"
"        com.bixly.pastevid.util.LogUtil.log(Class, Object)","0.014803974","402","1"
"         com.bixly.pastevid.util.LogUtil.log(Class, String)","0.0147671485","401","1"
"          Self time","0.014472542","393","1"
"          com.bixly.pastevid.structs.Queue.push(Object)","1.4730323E-4","4","1"
"         Self time","0.0","0","1"
"        Self time","3.6825808E-5","1","1"
"       com.bixly.pastevid.editors.VideoScrubManager.destroyPreviewVideo()","0.012410297","337","1"
"        com.bixly.pastevid.editors.VideoScrubManager.endPreviewVideo()","0.0079175485","215","1"
"         com.bixly.pastevid.editors.VideoScrubManager$PreviewVideo.stopPlaying()","0.007070555","192","1"
"          com.bixly.pastevid.editors.VideoScrubManager$PreviewVideo.log(Object)","0.0068496","186","1"
"           com.bixly.pastevid.util.LogUtil.log(Class, Object)","0.0067759487","184","1"
"            com.bixly.pastevid.util.LogUtil.log(Class, String)","0.006739123","183","1"
"             Self time","0.006554994","178","1"
"             com.bixly.pastevid.structs.Queue.push(Object)","3.6825808E-5","1","1"
"            Self time","0.0","0","1"
"           Self time","3.6825808E-5","1","1"
"          Self time","1.8412904E-4","5","1"
"         com.bixly.pastevid.screencap.components.preview.PreviewPlayerForm.hidePlayer()","5.892129E-4","16","1"
"          Self time","3.6825807E-4","10","1"
"          com.bixly.pastevid.screencap.components.preview.PreviewPlayer.hideRecordFromHerePanel()","1.8412904E-4","5","1"
"         Self time","2.2095484E-4","6","1"
"        com.bixly.pastevid.editors.VideoScrubManager$PreviewVideo.dispose()","0.004198142","114","1"
"         com.bixly.pastevid.editors.VideoScrubManager$PreviewVideo.log(Object)","0.004198142","114","1"
"          com.bixly.pastevid.util.LogUtil.log(Class, Object)","0.0041244905","112","1"
"           com.bixly.pastevid.util.LogUtil.log(Class, String)","0.0040876647","111","1"
"            Self time","0.0039035354","106","1"
"            com.bixly.pastevid.structs.Queue.push(Object)","3.6825808E-5","1","1"
"           Self time","0.0","0","1"
"          Self time","3.6825808E-5","1","1"
"         Self time","0.0","0","1"
"        com.bixly.pastevid.screencap.components.preview.PreviewPlayerForm.hidePlayer()","1.8412904E-4","5","1"
"         Self time","7.3651616E-5","2","1"
"         com.bixly.pastevid.screencap.components.preview.PreviewPlayer.hideRecordFromHerePanel()","7.3651616E-5","2","1"
"        Self time","3.6825808E-5","1","1"
"       com.bixly.pastevid.recorders.Recorder.stopVideo()","0.009537884","259","1"
"        com.bixly.pastevid.recorders.VideoRecorder.stop()","0.009243278","251","1"
"         com.bixly.pastevid.recorders.Recorder.stopRecordingAudio()","0.008985497","244","1"
"          Self time","0.008690891","236","1"
"          com.bixly.pastevid.recorders.Recorder$2.<init>(com.bixly.pastevid.recorders.Recorder)","2.5778066E-4","7","1"
"         Self time","2.2095484E-4","6","1"
"        Self time","2.5778066E-4","7","1"
"      Self time","1.8412904E-4","5","1"
"     Self time","1.1047742E-4","3","1"
"    com.bixly.pastevid.screencap.RecorderPanel.access$3300(com.bixly.pastevid.screencap.RecorderPanel, java.awt.event.ActionEvent)","0.06798044","1846","1"
"     com.bixly.pastevid.screencap.RecorderPanel.btnPlayActionPerformed(java.awt.event.ActionEvent)","0.067685835","1838","1"
"      Self time","0.035021342","951","1"
"      com.bixly.pastevid.screencap.RecorderPanel.log(Object)","0.02353169","639","2"
"       com.bixly.pastevid.util.LogUtil.log(Class, Object)","0.023494866","638","2"
"        com.bixly.pastevid.util.LogUtil.log(Class, String)","0.023237085","631","2"
"         Self time","0.022758348","618","2"
"         com.bixly.pastevid.structs.Queue.push(Object)","1.8412904E-4","5","2"
"        Self time","2.2095484E-4","6","2"
"       Self time","3.6825808E-5","1","2"
"      com.bixly.pastevid.screencap.ScreenRecorder.controlSetAlwaysOnTop(boolean)","0.007622942","207","1"
"      com.bixly.pastevid.screencap.RecorderPanel$OpenClientMediaPlayer.<init>(com.bixly.pastevid.screencap.RecorderPanel)","0.0013993806","38","1"
"     Self time","2.5778066E-4","7","1"
"    Self time","0.0047137034","128","4"
"   com.bixly.pastevid.screencap.RecorderPanel$3.actionPerformed(java.awt.event.ActionEvent)","4.120403","111889","189"
"    com.bixly.pastevid.screencap.RecorderPanel.access$1300(com.bixly.pastevid.screencap.RecorderPanel, long)","4.0938144","111167","189"
"     com.bixly.pastevid.screencap.RecorderPanel.setClockTime(long)","4.08818","111014","189"
"      Self time","3.6933339","100292","189"
"      com.bixly.pastevid.editors.VideoScrubManager.updatePreviewController(long)","0.39175293","10638","189"
"       Self time","0.3865605","10497","189"
"       com.bixly.pastevid.editors.VideoScrubManager$1.<init>(com.bixly.pastevid.editors.VideoScrubManager)","0.005155613","140","189"
"      com.bixly.pastevid.screencap.RecorderPanel.checkUserTimeOut(int, int, int)","0.0018781162","51","189"
"     Self time","0.0056343484","153","189"
"    Self time","0.024746941","672","189"
"    com.bixly.pastevid.recorders.Recorder.hasStatus(com.bixly.pastevid.recorders.RecorderStatus)","0.0017676387","48","189"
